date,temp_max,temp_min,precipitation,windspeed
2021-01-01,2.3,-4.0,4.8,20.6
2021-01-02,3.0,-1.5,9.8,21.1
2021-01-03,2.3,-2.0,1.5,13.9
2021-01-04,1.5,-0.3,0.0,12.4
2021-01-05,1.9,-0.4,1.1,10.3
2021-01-06,1.8,0.2,0.0,16.1
2021-01-07,0.6,-2.0,0.0,15.9
2021-01-08,-1.5,-6.6,0.0,12.4
2021-01-09,2.0,-4.2,0.0,15.6
2021-01-10,1.0,-2.2,0.0,10.9
2021-01-11,5.4,-3.0,0.8,15.6
2021-01-12,0.8,-1.6,0.4,14.6
2021-01-13,5.1,-0.8,0.0,17.7
2021-01-14,4.9,0.9,0.0,13.4
2021-01-15,7.3,-0.1,1.9,20.4
2021-01-16,4.0,-0.2,4.2,22.1
2021-01-17,4.2,-0.9,0.8,28.9
2021-01-18,0.9,-1.9,3.2,14.8
2021-01-19,2.2,-2.8,2.4,22.9
2021-01-20,-2.0,-7.4,2.2,24.9
2021-01-21,3.5,-5.9,0.2,28.0
2021-01-22,0.9,-4.7,5.7,24.8
2021-01-23,-4.8,-7.3,2.1,23.7
2021-01-24,-3.9,-10.1,0.0,23.8
2021-01-25,0.8,-13.6,0.0,11.5
2021-01-26,-0.3,-5.4,8.9,22.0
2021-01-27,-0.8,-5.4,0.5,20.2
2021-01-28,-5.3,-8.6,0.5,30.4
2021-01-29,-6.8,-12.1,1.2,27.9
2021-01-30,-4.2,-12.4,0.0,18.6
2021-01-31,-5.2,-12.5,0.0,16.6
2021-02-01,-3.2,-8.9,2.0,17.3
2021-02-02,0.4,-4.7,9.9,27.8
2021-02-03,0.1,-3.0,1.5,26.2
2021-02-04,4.3,-5.7,0.0,20.5
2021-02-05,3.8,-4.0,2.8,27.7
2021-02-06,-4.2,-9.4,2.7,25.3
2021-02-07,-4.2,-11.9,0.4,21.3
2021-02-08,-4.9,-15.1,0.1,20.6
2021-02-09,-3.0,-9.4,2.6,11.3
2021-02-10,-4.2,-10.9,0.1,16.5
2021-02-11,-4.0,-9.6,1.0,14.9
2021-02-12,-7.2,-12.2,1.3,13.0
2021-02-13,-8.1,-12.6,2.5,15.8
2021-02-14,-3.2,-9.2,1.0,14.2
2021-02-15,-2.2,-10.7,2.8,13.3
2021-02-16,-1.6,-7.8,16.3,22.6
2021-02-17,-4.1,-10.9,0.1,21.2
2021-02-18,-3.3,-10.6,1.0,13.6
2021-02-19,0.2,-6.5,2.0,13.5
2021-02-20,-2.9,-5.8,3.7,17.2
2021-02-21,-0.3,-8.9,0.0,15.8
2021-02-22,3.3,-3.0,2.4,27.0
2021-02-23,4.9,-0.2,1.3,31.4
2021-02-24,12.1,-0.8,1.4,34.3
2021-02-25,1.7,-5.0,0.0,32.3
2021-02-26,4.2,-5.1,0.0,17.1
2021-02-27,10.2,-2.8,2.4,32.2
2021-02-28,8.4,-2.6,1.5,25.9
2021-03-01,7.6,-7.7,1.5,34.9
2021-03-02,-0.6,-9.9,0.1,33.7
2021-03-03,7.2,-3.2,0.0,21.7
2021-03-04,1.0,-6.1,0.0,24.6
2021-03-05,0.6,-8.3,0.7,30.6
2021-03-06,-2.2,-7.1,0.2,25.5
2021-03-07,-2.7,-6.3,0.0,14.0
2021-03-08,11.1,-6.7,0.0,13.5
2021-03-09,7.8,0.1,0.0,19.2
2021-03-10,18.6,-0.6,0.0,22.8
2021-03-11,21.2,10.4,0.8,33.4
2021-03-12,11.4,-1.3,0.4,32.1
2021-03-13,4.3,-5.4,0.0,27.8
2021-03-14,2.7,-4.4,0.6,31.3
2021-03-15,-4.0,-8.1,0.0,26.0
2021-03-16,6.5,-5.8,0.1,16.6
2021-03-17,9.6,-0.9,0.0,13.7
2021-03-18,4.2,0.6,1.9,28.3
2021-03-19,1.0,-5.2,0.0,27.9
2021-03-20,11.9,-3.0,0.0,14.2
2021-03-21,13.5,-0.3,0.0,15.8
2021-03-22,17.9,3.5,0.0,20.2
2021-03-23,17.5,5.6,0.0,20.9
2021-03-24,20.9,9.8,8.6,24.1
2021-03-25,21.0,10.9,0.0,24.4
2021-03-26,16.2,4.8,7.6,43.5
2021-03-27,11.1,2.8,0.0,14.6
2021-03-28,16.0,3.4,9.3,33.1
2021-03-29,6.0,0.3,0.2,34.6
2021-03-30,20.5,0.2,0.0,30.0
2021-03-31,15.2,4.2,5.8,31.0
2021-04-01,3.9,-1.5,3.0,24.7
2021-04-02,2.5,-4.2,0.0,24.6
2021-04-03,9.6,-3.9,0.8,14.0
2021-04-04,11.1,1.2,0.0,16.9
2021-04-05,13.2,1.6,0.0,15.7
2021-04-06,12.8,1.0,0.0,15.0
2021-04-07,14.4,5.8,0.6,15.6
2021-04-08,25.0,5.8,0.0,20.2
2021-04-09,22.0,13.2,4.8,22.5
2021-04-10,24.9,11.6,0.0,21.8
2021-04-11,16.1,12.6,18.3,17.9
2021-04-12,13.2,7.6,7.1,17.6
2021-04-13,13.8,6.8,0.5,12.3
2021-04-14,14.6,4.9,0.0,13.7
2021-04-15,7.8,3.2,6.4,16.3
2021-04-16,6.2,2.5,9.8,21.3
2021-04-17,9.6,3.7,0.3,14.2
2021-04-18,13.6,4.3,0.7,15.1
2021-04-19,15.8,4.1,0.5,20.3
2021-04-20,10.0,1.9,2.3,22.9
2021-04-21,2.4,-0.6,8.4,22.3
2021-04-22,6.1,-2.2,1.7,30.6
2021-04-23,15.1,0.1,0.0,26.6
2021-04-24,17.0,7.2,0.0,22.4
2021-04-25,13.9,2.2,1.7,30.3
2021-04-26,8.6,0.5,0.0,18.5
2021-04-27,18.5,2.0,2.4,17.6
2021-04-28,20.0,6.7,1.7,12.8
2021-04-29,10.0,6.8,13.3,12.3
2021-04-30,10.4,3.4,2.3,40.6
2021-05-01,10.9,1.8,1.5,26.8
2021-05-02,15.2,8.3,3.2,26.6
2021-05-03,19.4,7.1,2.7,16.5
2021-05-04,17.6,7.4,4.6,10.8
2021-05-05,13.7,7.6,1.6,24.0
2021-05-06,10.9,4.2,0.0,19.1
2021-05-07,6.7,3.3,6.9,9.4
2021-05-08,11.4,2.0,0.3,19.5
2021-05-09,10.6,3.7,7.0,17.4
2021-05-10,13.5,3.8,0.1,20.8
2021-05-11,11.1,2.3,1.6,24.8
2021-05-12,15.6,3.5,0.1,20.9
2021-05-13,17.2,5.4,0.0,15.0
2021-05-14,18.6,5.9,0.0,13.0
2021-05-15,20.1,7.2,0.0,14.1
2021-05-16,20.5,6.2,0.0,13.5
2021-05-17,20.3,8.9,0.0,16.5
2021-05-18,23.3,10.6,0.0,13.8
2021-05-19,24.2,12.1,0.0,12.0
2021-05-20,27.1,15.2,0.0,14.8
2021-05-21,28.7,18.0,0.0,18.8
2021-05-22,27.8,19.8,0.1,20.2
2021-05-23,25.8,14.4,1.0,22.7
2021-05-24,18.6,10.4,0.0,15.3
2021-05-25,31.2,14.6,0.7,24.3
2021-05-26,29.2,18.5,0.5,32.2
2021-05-27,17.2,11.1,0.0,18.0
2021-05-28,11.4,5.9,17.4,26.6
2021-05-29,14.6,7.5,1.1,20.0
2021-05-30,15.6,6.4,0.0,13.5
2021-05-31,21.4,7.4,0.0,16.0
2021-06-01,23.5,13.6,0.0,14.5
2021-06-02,23.9,11.4,0.0,16.5
2021-06-03,22.0,15.6,14.5,13.2
2021-06-04,26.2,15.6,0.0,17.4
2021-06-05,30.5,19.2,0.0,31.3
2021-06-06,31.9,20.5,0.0,20.4
2021-06-07,31.5,20.8,2.1,20.0
2021-06-08,24.5,21.2,9.6,12.8
2021-06-09,25.2,19.2,0.7,14.6
2021-06-10,22.6,15.8,0.0,16.3
2021-06-11,23.7,13.6,0.2,18.6
2021-06-12,22.9,15.4,0.0,13.8
2021-06-13,25.3,14.4,3.5,16.1
2021-06-14,22.5,15.6,11.1,18.8
2021-06-15,22.2,14.5,1.3,20.9
2021-06-16,20.2,12.6,0.0,20.8
2021-06-17,23.6,9.9,0.0,15.1
2021-06-18,26.0,15.9,4.2,23.2
2021-06-19,30.4,19.0,1.3,23.7
2021-06-20,25.3,16.1,0.0,18.6
2021-06-21,30.9,18.2,5.9,29.8
2021-06-22,16.7,12.5,0.0,22.2
2021-06-23,20.7,9.1,0.0,15.9
2021-06-24,28.9,13.2,0.0,22.0
2021-06-25,31.3,19.2,0.0,22.0
2021-06-26,31.9,20.2,1.3,24.4
2021-06-27,34.1,24.5,0.2,25.5
2021-06-28,33.3,25.0,1.0,21.0
2021-06-29,32.4,22.2,1.5,14.6
2021-06-30,28.8,21.8,4.0,24.4
2021-07-01,23.8,17.9,0.3,11.4
2021-07-02,19.9,15.9,14.8,14.2
2021-07-03,21.8,15.0,1.9,12.7
2021-07-04,22.7,14.3,0.2,14.8
2021-07-05,32.0,14.6,0.1,21.7
2021-07-06,31.0,22.0,2.7,24.5
2021-07-07,22.0,17.0,2.8,20.1
2021-07-08,24.9,15.9,11.3,16.3
2021-07-09,21.8,17.7,5.1,12.9
2021-07-10,22.5,17.0,0.1,13.0
2021-07-11,23.0,16.8,18.1,16.3
2021-07-12,22.9,16.9,11.6,15.6
2021-07-13,28.1,20.4,22.0,15.0
2021-07-14,26.4,20.2,5.3,16.5
2021-07-15,31.1,18.1,0.4,21.3
2021-07-16,25.5,19.1,1.0,22.0
2021-07-17,18.6,16.4,56.7,24.7
2021-07-18,24.7,17.4,1.6,22.8
2021-07-19,27.5,18.3,0.6,14.0
2021-07-20,28.5,19.4,2.4,17.9
2021-07-21,23.3,17.4,0.2,15.2
2021-07-22,24.1,17.3,0.0,15.3
2021-07-23,23.7,15.9,0.0,11.4
2021-07-24,27.9,15.0,1.4,22.9
2021-07-25,28.0,19.4,9.3,23.9
2021-07-26,28.8,17.5,0.0,14.5
2021-07-27,28.2,17.6,11.6,17.2
2021-07-28,22.4,16.1,0.6,10.6
2021-07-29,24.5,15.2,4.3,25.3
2021-07-30,20.0,15.4,3.3,21.1
2021-07-31,21.5,12.9,1.1,16.3
2021-08-01,21.0,14.7,22.6,14.7
2021-08-02,22.9,14.8,2.7,14.2
2021-08-03,24.6,13.4,0.1,13.8
2021-08-04,25.5,14.4,0.0,14.1
2021-08-05,26.3,14.8,0.0,10.8
2021-08-06,29.0,17.0,0.0,12.8
2021-08-07,29.3,19.5,4.4,14.4
2021-08-08,28.2,19.4,3.5,12.0
2021-08-09,32.3,21.7,0.0,13.6
2021-08-10,30.2,22.6,11.5,17.9
2021-08-11,32.0,22.5,1.6,21.2
2021-08-12,30.1,23.5,3.3,25.0
2021-08-13,31.0,21.9,0.4,20.4
2021-08-14,24.6,17.9,1.0,20.0
2021-08-15,22.6,15.9,0.0,14.5
2021-08-16,26.5,13.9,0.0,15.0
2021-08-17,26.9,19.9,12.8,11.9
2021-08-18,23.9,21.0,21.0,16.8
2021-08-19,26.6,21.4,10.1,20.3
2021-08-20,27.6,19.9,0.3,11.9
2021-08-21,26.0,21.0,3.1,9.8
2021-08-22,27.2,20.6,1.0,13.0
2021-08-23,28.2,22.8,2.8,13.1
2021-08-24,28.8,19.9,0.0,13.2
2021-08-25,31.9,21.0,0.0,13.4
2021-08-26,29.8,23.1,3.5,12.0
2021-08-27,24.3,21.0,0.6,18.7
2021-08-28,29.3,19.1,0.8,13.3
2021-08-29,29.3,22.9,5.1,17.4
2021-08-30,27.4,22.3,3.2,19.1
2021-08-31,24.9,18.0,0.0,15.8
2021-09-01,20.6,16.6,0.0,20.9
2021-09-02,20.2,15.9,0.0,23.2
2021-09-03,21.3,15.7,0.5,15.3
2021-09-04,24.0,14.9,0.4,13.2
2021-09-05,24.4,16.9,8.4,21.6
2021-09-06,22.3,16.7,0.2,25.8
2021-09-07,26.5,13.1,0.1,14.8
2021-09-08,25.6,17.5,6.9,19.3
2021-09-09,22.8,14.4,2.4,17.3
2021-09-10,20.9,14.1,0.5,16.0
2021-09-11,25.8,14.1,0.0,21.7
2021-09-12,24.3,19.8,27.1,26.1
2021-09-13,23.0,15.4,14.7,13.0
2021-09-14,28.8,14.9,1.4,23.2
2021-09-15,24.5,15.8,3.9,25.5
2021-09-16,23.1,12.6,0.0,16.7
2021-09-17,27.6,16.0,0.3,13.6
2021-09-18,22.5,17.1,0.3,15.1
2021-09-19,20.1,13.2,0.0,16.9
2021-09-20,27.8,12.4,0.0,19.8
2021-09-21,26.0,18.1,0.8,22.7
2021-09-22,24.8,18.5,15.0,22.6
2021-09-23,22.5,13.9,28.9,20.6
2021-09-24,19.4,13.0,0.0,28.3
2021-09-25,22.2,11.3,2.3,19.9
2021-09-26,20.2,10.7,0.2,23.4
2021-09-27,22.9,14.1,5.5,26.3
2021-09-28,18.2,11.4,1.2,18.7
2021-09-29,18.6,11.7,0.4,19.7
2021-09-30,15.1,11.1,0.8,14.8
2021-10-01,18.5,10.6,0.0,14.6
2021-10-02,24.6,13.3,0.0,17.9
2021-10-03,21.0,14.4,31.8,14.0
2021-10-04,18.8,16.3,29.2,16.0
2021-10-05,17.4,14.0,6.0,13.0
2021-10-06,20.0,13.1,0.0,12.0
2021-10-07,22.2,14.8,0.0,9.5
2021-10-08,21.8,16.0,0.0,12.9
2021-10-09,21.4,16.0,2.8,21.6
2021-10-10,24.3,15.8,0.8,19.1
2021-10-11,25.5,15.7,0.0,15.4
2021-10-12,26.3,15.8,0.0,16.9
2021-10-13,22.7,16.9,1.2,16.5
2021-10-14,23.2,13.2,0.0,11.3
2021-10-15,22.5,17.9,8.0,18.5
2021-10-16,18.7,11.6,23.0,24.4
2021-10-17,13.4,9.7,1.7,26.2
2021-10-18,11.0,8.6,1.2,25.7
2021-10-19,18.7,7.2,0.0,24.7
2021-10-20,20.8,13.5,0.1,21.7
2021-10-21,20.5,12.1,9.1,23.8
2021-10-22,14.2,5.2,1.3,22.7
2021-10-23,8.9,4.8,0.3,9.0
2021-10-24,13.9,4.2,0.6,12.6
2021-10-25,12.8,9.3,17.5,19.6
2021-10-26,11.9,8.9,60.7,22.4
2021-10-27,11.9,9.4,0.8,21.4
2021-10-28,12.0,7.6,0.0,17.7
2021-10-29,12.9,8.2,24.3,22.0
2021-10-30,13.4,7.1,23.9,21.3
2021-10-31,13.1,8.3,0.1,23.0
2021-11-01,11.1,5.2,0.0,25.0
2021-11-02,9.2,2.8,0.0,23.0
2021-11-03,7.2,0.9,0.3,17.7
2021-11-04,7.6,-0.6,0.3,11.2
2021-11-05,8.2,-0.3,0.0,11.4
2021-11-06,10.6,0.1,0.0,15.1
2021-11-07,14.9,2.6,0.0,16.6
2021-11-08,18.5,5.7,0.0,18.2
2021-11-09,14.4,9.5,0.9,15.1
2021-11-10,12.1,4.2,2.1,16.3
2021-11-11,14.0,3.5,0.0,28.2
2021-11-12,15.3,7.4,9.9,29.5
2021-11-13,7.6,3.3,1.6,22.2
2021-11-14,6.2,1.7,5.7,19.4
2021-11-15,4.7,1.1,8.7,20.6
2021-11-16,7.1,-0.1,0.5,19.5
2021-11-17,15.6,-0.6,0.9,27.6
2021-11-18,15.7,4.2,5.5,22.7
2021-11-19,5.2,0.6,0.8,25.5
2021-11-20,7.2,-1.5,0.0,16.6
2021-11-21,10.3,2.5,4.2,22.5
2021-11-22,7.2,-0.9,1.9,25.6
2021-11-23,1.9,-1.5,3.6,17.6
2021-11-24,8.3,-3.2,0.0,18.6
2021-11-25,9.8,4.1,0.9,18.6
2021-11-26,7.1,-0.2,7.2,30.8
2021-11-27,0.5,-2.3,0.3,24.8
2021-11-28,2.8,-1.9,2.8,13.9
2021-11-29,1.4,-3.3,2.4,16.9
2021-11-30,3.2,-0.9,1.1,19.2
2021-12-01,5.8,0.6,0.0,24.1
2021-12-02,12.0,3.2,1.9,32.2
2021-12-03,3.2,0.3,0.3,26.7
2021-12-04,6.9,-1.6,0.4,28.5
2021-12-05,7.7,-1.0,0.5,22.7
2021-12-06,10.8,0.9,12.0,38.2
2021-12-07,0.6,-2.2,0.5,29.3
2021-12-08,0.6,-3.7,2.7,18.2
2021-12-09,0.2,-4.3,0.5,18.7
2021-12-10,9.0,0.4,0.1,17.8
2021-12-11,17.8,3.2,11.7,47.8
2021-12-12,6.8,0.3,0.0,30.1
2021-12-13,9.1,5.2,0.0,26.6
2021-12-14,5.8,1.0,0.0,18.8
2021-12-15,9.9,0.8,11.6,27.2
2021-12-16,17.6,11.3,1.9,38.4
2021-12-17,10.3,1.4,0.0,35.4
2021-12-18,1.8,-0.6,9.0,24.1
2021-12-19,-0.8,-5.4,0.9,18.7
2021-12-20,3.4,-6.6,0.0,18.7
2021-12-21,4.3,-0.3,0.0,18.8
2021-12-22,2.6,-2.7,1.6,32.2
2021-12-23,-2.0,-4.4,3.7,18.6
2021-12-24,5.7,-2.2,1.6,13.4
2021-12-25,8.6,2.7,14.2,14.5
2021-12-26,4.0,-0.8,0.5,19.5
2021-12-27,0.8,-4.0,5.0,20.8
2021-12-28,4.3,-0.2,2.2,24.2
2021-12-29,5.6,0.4,1.0,11.4
2021-12-30,4.6,1.5,0.1,9.3
2021-12-31,9.2,1.2,1.1,14.3
2022-01-01,9.6,1.1,6.8,19.5
2022-01-02,0.8,-5.6,10.9,19.0
2022-01-03,-6.3,-11.9,0.3,14.0
2022-01-04,2.2,-11.4,0.0,17.0
2022-01-05,5.3,-1.5,3.7,25.1
2022-01-06,-1.0,-5.8,0.4,23.2
2022-01-07,-3.7,-7.4,2.0,26.4
2022-01-08,-0.9,-12.6,0.0,20.4
2022-01-09,5.9,-3.5,1.5,27.2
2022-01-10,-4.2,-9.4,1.3,29.0
2022-01-11,-7.6,-15.4,1.0,27.2
2022-01-12,3.2,-6.6,0.1,23.7
2022-01-13,3.8,-0.2,1.0,7.6
2022-01-14,1.0,-12.4,1.0,23.3
2022-01-15,-12.6,-15.1,2.4,21.9
2022-01-16,0.7,-17.8,1.7,18.8
2022-01-17,-0.5,-4.9,38.4,30.5
2022-01-18,-3.7,-9.8,0.1,27.4
2022-01-19,5.7,-6.5,1.2,29.0
2022-01-20,-1.4,-11.8,1.5,22.0
2022-01-21,-9.8,-13.0,1.6,15.8
2022-01-22,-3.8,-20.5,0.2,19.5
2022-01-23,-4.2,-11.4,2.6,18.8
2022-01-24,-6.6,-17.0,2.5,16.0
2022-01-25,-4.2,-9.9,1.7,17.5
2022-01-26,-8.1,-14.8,0.5,14.8
2022-01-27,-2.1,-15.4,0.1,19.5
2022-01-28,-2.7,-11.4,1.7,18.2
2022-01-29,-11.4,-14.4,1.1,21.1
2022-01-30,-5.2,-15.2,0.0,16.6
2022-01-31,-0.6,-15.1,0.0,15.1
2022-02-01,3.2,-9.8,0.0,29.5
2022-02-02,6.1,0.6,3.7,31.0
2022-02-03,3.8,-5.8,20.5,22.6
2022-02-04,-6.2,-9.1,12.0,24.9
2022-02-05,-8.4,-15.1,0.2,17.9
2022-02-06,1.3,-16.3,0.0,19.4
2022-02-07,4.9,-4.8,0.0,19.7
2022-02-08,0.3,-6.1,0.6,20.7
2022-02-09,8.0,-6.6,0.0,20.5
2022-02-10,3.5,-0.8,0.0,31.1
2022-02-11,9.6,-4.3,1.0,31.5
2022-02-12,3.6,-7.8,1.9,27.9
2022-02-13,-8.1,-12.8,3.6,12.9
2022-02-14,-10.2,-13.9,1.3,16.9
2022-02-15,-3.2,-14.1,0.0,19.1
2022-02-16,8.9,-9.2,0.0,33.5
2022-02-17,12.1,2.0,20.1,32.2
2022-02-18,1.4,-9.2,15.9,28.6
2022-02-19,-1.5,-9.1,2.5,38.9
2022-02-20,6.8,-12.1,0.0,32.2
2022-02-21,8.9,0.6,0.0,21.9
2022-02-22,11.4,-0.7,14.8,26.0
2022-02-23,12.6,-7.2,0.3,37.6
2022-02-24,-5.0,-8.4,0.0,16.3
2022-02-25,-3.2,-6.5,11.9,24.5
2022-02-26,-2.2,-7.5,0.1,25.1
2022-02-27,1.2,-4.6,1.4,32.1
2022-02-28,-5.7,-11.3,0.0,18.8
2022-03-01,8.3,-8.5,2.6,21.7
2022-03-02,3.7,-2.7,0.7,15.7
2022-03-03,-0.4,-7.6,0.7,28.1
2022-03-04,0.8,-8.9,0.0,17.4
2022-03-05,7.6,-4.9,0.0,29.8
2022-03-06,21.5,4.1,2.4,48.8
2022-03-07,5.6,0.2,16.2,29.7
2022-03-08,3.0,-3.2,4.8,23.7
2022-03-09,4.7,-3.3,1.2,18.9
2022-03-10,5.1,-2.7,0.0,18.1
2022-03-11,8.2,-3.2,3.6,13.4
2022-03-12,0.4,-7.8,7.6,33.2
2022-03-13,-1.0,-7.8,1.4,29.1
2022-03-14,10.3,-3.5,0.0,15.0
2022-03-15,4.1,0.3,3.8,15.5
2022-03-16,9.2,0.1,0.0,13.3
2022-03-17,18.1,4.9,0.0,21.7
2022-03-18,13.3,5.3,0.0,15.5
2022-03-19,18.5,5.1,15.7,30.8
2022-03-20,8.1,3.9,1.4,31.4
